rbd,nombre,región,comuna,cod_edu,rama_edu,total.lectura,promedio.lectura,mediana.lectura,desviación.lectura,total.matemática,promedio.matemática,mediana.matemática,desviación.matemática,total.historia,promedio.historia,mediana.historia,desviación.historia,total.ciencias,promedio.ciencias,mediana.ciencias,desviación.ciencias,total.nem,promedio.nem,mediana.nem,desviación.nem,total.ranking,promedio.ranking,mediana.ranking,desviación.ranking,tipo.dependencia,nivel.socioeconómico,ruralidad
20266,LICEO BICENTENARIO DE TEMUCO,REGION DE LA ARAUCANIA,TEMUCO,310,CIENTÍFICO-HUMANISTA DIURNO,69,637.7,628,69.62,69,648.2,649,62.94,26,621.2,619,78.31,58,612.4,612,63.71,69,746.8,746,55.55,69,757.7,756,62.49,Municipal DAEM,Medio,Urbano
585,COLEGIO THE INTERNATIONAL SCHOOL,REGION DE COQUIMBO,LA SERENA,310,CIENTÍFICO-HUMANISTA DIURNO,46,623.2,628,85.86,46,648.2,655.5,87.66,35,629.4,637,70.98,33,644.5,663,102.02,46,710,742,91.39,46,731.4,767,105.5,Particular pagado,Alto,Urbano
25961,COLEGIO PALMARES,REGION METROPOLITANA DE SANTIAGO,QUILICURA,310,CIENTÍFICO-HUMANISTA DIURNO,91,628.4,634,78.84,91,648,649,73.25,37,604.1,606,67.4,71,617.7,626,61.06,92,608.8,610,95.38,92,623.3,621,109.18,Particular subvencionado,Medio Alto,Urbano
587,COLEGIO SERENA,REGION DE COQUIMBO,LA SERENA,310,CIENTÍFICO-HUMANISTA DIURNO,25,614.6,600,82.37,25,646.9,671,89.23,12,620.6,615.5,116.88,15,664.7,677,68.24,25,699.2,731,91.58,25,718.4,753,107.39,Particular pagado,Alto,Urbano
24409,COLEGIO SAN NICOLAS DE MYRA,REGION METROPOLITANA DE SANTIAGO,LAS CONDES,310,CIENTÍFICO-HUMANISTA DIURNO,48,617.6,628,76.15,48,645.7,658,82.24,27,646.8,658,72.77,32,621.4,612,72.99,48,687,698,79.61,48,694,703,85.99,Particular pagado,Alto,Urbano
6844,INSTITUTO ALEMAN CARLOS ANWANDTER,REGION DE LOS RIOS,VALDIVIA,310,CIENTÍFICO-HUMANISTA DIURNO,44,612.2,606,96.21,44,645.4,645,92.19,27,631,630,101.97,29,634.8,633,66.11,45,729.8,742,70.75,45,736.4,747,76.47,Particular pagado,Alto,Urbano
8978,COLEGIO DUNALASTAIR,REGION METROPOLITANA DE SANTIAGO,LAS CONDES,310,CIENTÍFICO-HUMANISTA DIURNO,88,618.8,623,84.73,88,644.8,655.5,93.42,53,632,644,83.84,48,677.4,680.5,78.38,89,744.2,753,71,89,749.4,758,74.63,Particular pagado,Alto,Urbano
22230,COLEGIO JUAN XXIII,REGION DE LOS LAGOS,OSORNO,363,CIENTÍFICO-HUMANISTA NOCTURNO,1,698,698,0,1,644,644,0,1,551,551,0,1,610,610,0,1,602,602,0,1,602,602,0,NA,NA,NA
5813,COLEGIO CENTENARIO,REGION DE LA ARAUCANIA,TEMUCO,310,CIENTÍFICO-HUMANISTA DIURNO,54,617.2,617,90.51,54,644,643,85.48,22,602.6,622.5,125.54,47,613.6,616,96.24,54,730.2,742,67.8,54,739,750,72.14,Particular subvencionado,Alto,Urbano
9249,COLEGIO SAINT GASPAR COLLEGE,REGION METROPOLITANA DE SANTIAGO,ÑUÑOA,310,CIENTÍFICO-HUMANISTA DIURNO,57,637.4,653,96.83,57,643.9,635,82.54,33,679.3,699,93.8,32,631.8,628.5,93.46,57,721.6,724,68.01,57,732.4,736,76.06,Particular pagado,Alto,Urbano
25172,COLEGIO PUMAHUE,REGION METROPOLITANA DE SANTIAGO,PEÑALOLEN,310,CIENTÍFICO-HUMANISTA DIURNO,117,616.6,617,88.48,117,643.5,646,87.01,47,632,630,84.5,85,640.8,646,83,120,714.5,727.5,72.04,120,725,741,78.79,Particular pagado,Alto,Urbano
12063,THE THOMAS JEFFERSON SCHOOL,REGION DEL BIOBIO,TALCAHUANO,310,CIENTÍFICO-HUMANISTA DIURNO,44,641.3,653,79.48,44,643.2,650,83.04,19,616.2,626,124.49,34,623.2,645,93.91,44,761.5,787.5,83.26,44,764.1,790.5,85,Particular pagado,Alto,Urbano
4688,CHARLES DE GAULLE,REGION DEL BIOBIO,CONCEPCION,310,CIENTÍFICO-HUMANISTA DIURNO,49,650.8,667,80.22,49,643.1,635,75.86,18,650.7,654.5,76.28,37,652.6,644,78.34,50,755.3,776.5,80.62,50,758.2,779,83.08,Particular pagado,Alto,Urbano
8880,COLEGIO NIDO DE AGUILAS,REGION METROPOLITANA DE SANTIAGO,LO BARNECHEA,310,CIENTÍFICO-HUMANISTA DIURNO,21,625.8,634,73.38,21,643,637,62.4,9,628.6,640,109.78,13,636.8,615,74.45,23,735.6,774,73.55,23,736.8,775,74.73,Particular pagado,Alto,Urbano
2200,INSTITUTO O´HIGGINS,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,RANCAGUA,310,CIENTÍFICO-HUMANISTA DIURNO,132,609.7,617,88.93,132,642.8,656,91.75,49,610.9,619,106.03,100,630.7,634.5,80.04,137,742.5,753,63,137,751.1,762,68.18,Particular pagado,Alto,Urbano
12087,COLEGIO BRITISH ROYAL SCHOOL,REGION METROPOLITANA DE SANTIAGO,LA REINA,310,CIENTÍFICO-HUMANISTA DIURNO,68,624.8,640,93.41,68,642.7,657,82.7,30,631.6,642,97.89,48,632,627.5,80.93,68,731.8,757,78.89,68,749.4,779,89.47,Particular pagado,Alto,Urbano
9216,COLEGIO SUIZO DE SANTIAGO,REGION METROPOLITANA DE SANTIAGO,ÑUÑOA,310,CIENTÍFICO-HUMANISTA DIURNO,36,624.1,611,80.15,36,641.9,644,87.73,17,623.5,612,104.65,25,660.8,643,92.98,36,677.8,692.5,86.97,36,698.2,705.5,106.05,Particular pagado,Alto,Urbano
12025,COLEGIO ITAHUE DE CHIGUAYANTE,REGION DEL BIOBIO,CHIGUAYANTE,310,CIENTÍFICO-HUMANISTA DIURNO,12,600.6,617,76.28,12,641,615,91.47,3,640.7,595,87.9,8,657.6,642,111.34,12,694.8,681.5,82.78,12,707,685,96.89,Particular pagado,Alto,Urbano
6843,COLEGIO WINDSOR SCHOOL,REGION DE LOS RIOS,VALDIVIA,310,CIENTÍFICO-HUMANISTA DIURNO,62,625.4,628,103.18,62,640.9,654.5,78.08,32,652.6,654,115.97,42,617,617.5,87.3,62,730.4,749.5,66.71,62,744.1,765,76.03,Particular pagado,Alto,Urbano
8872,COLEGIO WENLOCK SCHOOL,REGION METROPOLITANA DE SANTIAGO,LAS CONDES,310,CIENTÍFICO-HUMANISTA DIURNO,48,626.6,622.5,71.53,48,640.8,645.5,65,26,634.2,630,89.43,29,633.9,641,57.6,49,717.3,724,68.67,49,729.3,735,77.6,Particular pagado,Alto,Urbano
366,HRVATSKA SKOLA S. ESTEBAN (EX-J. SKOLA),REGION DE ANTOFAGASTA,ANTOFAGASTA,310,CIENTÍFICO-HUMANISTA DIURNO,46,618.5,628.5,85.39,46,640.5,656.5,86.51,17,625.2,623,83.27,32,618,633,76.84,46,721.8,716.5,61.54,46,738.1,735,70.58,Particular pagado,Alto,Urbano
7414,LICEO ALIANZA FRANCESA CLAUDE GAY,REGION DE LOS LAGOS,OSORNO,310,CIENTÍFICO-HUMANISTA DIURNO,41,599.1,606,76.82,41,640.1,656,104.29,22,602.7,614,105.84,25,657.9,654,60.85,41,686,709,89.04,41,701.6,726,101.12,Particular pagado,Alto,Urbano
26238,COLEGIO DEL VERBO DIVINO DE CHICUREO,REGION METROPOLITANA DE SANTIAGO,COLINA,310,CIENTÍFICO-HUMANISTA DIURNO,67,596.5,600,82.9,67,639.7,651,84.62,32,588.9,619,130.09,45,614.4,635,88.47,69,695.6,702,76.1,69,708.1,712,86.03,Particular pagado,Alto,Urbano
8979,COLEGIO ALEMAN DE SANTIAGO,REGION METROPOLITANA DE SANTIAGO,LAS CONDES,310,CIENTÍFICO-HUMANISTA DIURNO,108,625.7,620,86.59,108,639.6,644,82.33,56,634.4,640,97.4,61,639.9,632,68.28,111,722.1,735,64.73,111,730.1,742,71.39,Particular pagado,Alto,Urbano
9905,LICEO SAN PEDRO POVEDA,REGION METROPOLITANA DE SANTIAGO,MAIPU,310,CIENTÍFICO-HUMANISTA DIURNO,80,622.8,640,90.29,80,639.5,644,76.62,39,620.8,644,84.27,48,636,643,58.99,82,719.2,738.5,77.73,82,730.2,749,85.39,Particular subvencionado,Medio Alto,Urbano
15524,COLEGIO SANTA CRUZ DE UNCO,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,SANTA CRUZ,310,CIENTÍFICO-HUMANISTA DIURNO,17,615.9,611,51.79,17,639.5,651,76.56,9,626,630,96.94,11,628,608,61.52,18,776.8,790,41,18,784.1,798,43.43,Particular pagado,Alto,Urbano
25825,COLEGIO SAN MIGUEL ARCANGEL DE LAS CONDES,REGION METROPOLITANA DE SANTIAGO,LAS CONDES,310,CIENTÍFICO-HUMANISTA DIURNO,29,629.8,628,100.23,29,639.1,644,102.61,16,651.3,680,82.45,17,641.2,645,102.28,29,712.4,713,90.38,29,726.4,724,100.9,Particular pagado,Alto,Urbano
14249,COLEGIO ALBAMAR,REGION DE VALPARAISO,CON CON,310,CIENTÍFICO-HUMANISTA DIURNO,22,610.6,608.5,93.66,22,638.1,664,70.45,12,639.7,647,73.17,11,648.6,639,65.18,22,726.9,727.5,67.51,22,736,732.5,76.74,Particular pagado,Alto,Urbano
3014,COLEGIO INGLES,REGION DEL MAULE,TALCA,310,CIENTÍFICO-HUMANISTA DIURNO,82,604,611,94.69,82,638.1,646.5,99.4,52,586.4,614,121.79,60,619.1,632.5,100.4,85,713,742,93.96,85,719.9,748,99.46,Particular pagado,Alto,Urbano
12864,COLEGIO UNIVERSITARIO ANTONIO RENDIC,REGION DE ANTOFAGASTA,ANTOFAGASTA,310,CIENTÍFICO-HUMANISTA DIURNO,36,597.5,608.5,100.84,36,637.5,641.5,98.68,15,581.8,562,143.74,26,622.9,634,72.56,36,709.2,700,75.93,36,723.3,710.5,86.78,Particular pagado,Alto,Urbano
7180,COLEGIO ALEMAN R.A. PHILIPPI,REGION DE LOS RIOS,LA UNION,310,CIENTÍFICO-HUMANISTA DIURNO,17,593.6,600,74.93,17,637.3,635,65.83,13,542.2,559,84.65,11,607.6,594,74.18,17,682.5,687,88.49,17,699.8,698,103.88,Particular pagado,Alto,Urbano
8463,THE BRITISH SCHOOL,REGION DE MAGALLANES,PUNTA ARENAS,310,CIENTÍFICO-HUMANISTA DIURNO,29,634.7,623,89.18,29,636.4,649,107.32,18,619.9,630,74.62,12,658.5,659.5,64.33,29,701.5,720,78.1,29,705.6,722,82.07,Particular pagado,Alto,Urbano
25669,COLEGIO HIGHLANDS,REGION METROPOLITANA DE SANTIAGO,COLINA,310,CIENTÍFICO-HUMANISTA DIURNO,52,583.3,581.5,81.19,52,635.6,662,96.74,33,579.9,578,83.91,25,641.7,635,69.9,52,699.5,711,74.95,52,700.8,711,76.33,Particular pagado,Alto,Urbano
7700,COLEGIO SAN FRANCISCO JAVIER,REGION DE LOS LAGOS,PUERTO MONTT,310,CIENTÍFICO-HUMANISTA DIURNO,102,610.7,611,90.54,102,635.1,643,92.34,38,602.3,600.5,83.91,82,609.7,621,83.89,104,694.1,702,75.03,104,706.5,713,84.69,Particular pagado,Alto,Urbano
1788,THE MACKAY SCHOOL,REGION DE VALPARAISO,VIÑA DEL MAR,310,CIENTÍFICO-HUMANISTA DIURNO,69,612.3,611,92.18,69,635,640,84.46,29,658.7,658,83.16,54,633,634.5,84.43,70,654.4,651,94.45,70,659.8,651,100.57,Particular pagado,Alto,Urbano
13117,COLEGIO PARTICULAR SAN LORENZO,REGION DE ATACAMA,COPIAPO,310,CIENTÍFICO-HUMANISTA DIURNO,48,612.6,631,99.78,47,634.6,653,78.79,25,620.2,609,90.57,28,632.3,651,91.12,49,690.2,713,100.51,49,692.9,715,103.06,Particular pagado,Alto,Urbano
4286,COLEGIO ALEMAN LOS ANGELES,REGION DEL BIOBIO,LOS ANGELES,310,CIENTÍFICO-HUMANISTA DIURNO,40,635.5,643.5,94.33,40,634.2,674,101.85,10,626.1,635,124.79,31,645.3,645,69.41,40,706.7,731,91.74,40,713.9,738,97.16,Particular pagado,Alto,Urbano
4686,INSTITUTO DE HUMANIDADES ALFREDO SILVA S,REGION DEL BIOBIO,CONCEPCION,310,CIENTÍFICO-HUMANISTA DIURNO,68,613,606,85.13,68,634.2,637,82.56,29,610.5,633,91.96,54,613.6,616.5,71.09,68,697.8,700,68.29,68,712.6,714.5,79.55,Particular pagado,Alto,Urbano
17859,COLEGIO ALMONDALE,REGION DEL BIOBIO,SAN PEDRO DE LA PAZ,310,CIENTÍFICO-HUMANISTA DIURNO,103,606.1,606,96.05,102,632.6,635,76.23,48,597.4,612,88.88,73,618.3,623,76.91,102,723.8,724,63.8,102,737.7,738,72.23,Particular subvencionado,Alto,Urbano
9042,COLEGIO DE LA SALLE,REGION METROPOLITANA DE SANTIAGO,LA REINA,310,CIENTÍFICO-HUMANISTA DIURNO,67,629.3,628,82.48,67,632.3,640,87.62,23,629.6,630,107.43,49,630,621,86.09,67,718.7,731,73.91,67,732,744,82.34,Particular pagado,Alto,Urbano
10773,COMPLEJO EDUC.PART. LUIS PASTEUR,REGION METROPOLITANA DE SANTIAGO,PADRE HURTADO,310,CIENTÍFICO-HUMANISTA DIURNO,1,540,540,0,1,632,632,0,1,626,626,0,1,611,611,0,1,599,599,0,1,665,665,0,Particular subvencionado,Medio Bajo,Urbano
31078,LICEO BICENTENARIO SAN PEDRO DE PUENTE ALTO,REGION METROPOLITANA DE SANTIAGO,PUENTE ALTO,310,CIENTÍFICO-HUMANISTA DIURNO,68,619.4,617,76.17,68,629.5,631,71.58,34,608.3,619,89.28,46,620.2,613,62.92,70,672.3,676,80.9,70,684.3,683,90.86,Municipal Corporación,Medio,Urbano
12884,COL. INTERNACIONAL ANTOFAGASTA LTDA.,REGION DE ANTOFAGASTA,ANTOFAGASTA,310,CIENTÍFICO-HUMANISTA DIURNO,41,619.3,640,93.94,41,629.5,640,102.55,23,579.8,612,107.39,27,634,652,86.55,41,728.3,746,79.53,41,751,773,90.17,Particular pagado,Alto,Urbano
8909,COLEGIO BRADFORD SCHOOL,REGION METROPOLITANA DE SANTIAGO,VITACURA,310,CIENTÍFICO-HUMANISTA DIURNO,72,614.4,614,92.8,72,629.3,637,83.76,35,596.7,616,83.4,44,634.1,631,95.17,72,672.5,672.5,91.57,72,677.8,672.5,97.41,Particular pagado,Alto,Urbano
11871,COLEGIO PEDRO DE VALDIVIA,REGION METROPOLITANA DE SANTIAGO,PROVIDENCIA,310,CIENTÍFICO-HUMANISTA DIURNO,67,599.7,600,104.54,67,629.3,627,86.23,28,611.5,636.5,117.36,49,645.3,630,91.74,67,744.4,735,64.12,67,763,761,74.12,Particular pagado,Alto,Urbano
26507,COLEGIO SAN FRANCISCO DE PAINE,REGION METROPOLITANA DE SANTIAGO,PAINE,310,CIENTÍFICO-HUMANISTA DIURNO,18,597.5,589.5,100.48,18,628.7,642,109.56,10,605.9,592,83.16,13,594.6,604,127.4,18,727.3,755,82.64,18,743.9,776,94.6,Particular pagado,Alto,Urbano
17634,COLEGIO DE LA SANTISIMA TRINIDAD,REGION DEL BIOBIO,SAN PEDRO DE LA PAZ,310,CIENTÍFICO-HUMANISTA DIURNO,27,623.1,634,73.32,27,628.3,646,88.42,15,608.6,626,113.36,17,612.1,601,59.54,27,736.6,742,76.87,27,747.6,750,84.53,Particular pagado,Alto,Urbano
24944,COLEGIO NUESTRA SEÑORA DEL CAMINO,REGION METROPOLITANA DE SANTIAGO,LA REINA,310,CIENTÍFICO-HUMANISTA DIURNO,32,614.2,631,92.79,32,628.3,635,82.39,18,642.7,668.5,93.91,18,653.9,631,71.41,32,723.7,735,62.64,32,746.8,762,81.86,Particular pagado,Alto,Urbano
4798,SAGRADOS CORAZONES,REGION DEL BIOBIO,HUALPEN,310,CIENTÍFICO-HUMANISTA DIURNO,99,614.4,623,100.48,99,627.2,637,99.98,34,638.5,658,97.57,72,634.1,638,93.07,99,707.6,709,85.88,99,716.4,720,93.22,Particular pagado,Alto,Urbano
1783,COLEGIO BRITANICO ST. MARGARET`S S.A.,REGION DE VALPARAISO,CON CON,310,CIENTÍFICO-HUMANISTA DIURNO,59,602.4,595,90.02,58,627.1,646,83.19,49,575.4,566,101.08,29,626.8,616,77,59,718.6,731,69.08,59,727.1,735,76.78,Particular pagado,Alto,Urbano
4270,LICEO PARTICULAR CARLOS CONDELL,REGION DEL BIOBIO,LOS ANGELES,310,CIENTÍFICO-HUMANISTA DIURNO,1,707,707,0,1,627,627,0,1,508,508,0,1,562,562,0,1,489,489,0,1,499,499,0,Particular subvencionado,Bajo,Urbano
9107,LICEO ERASMO ESCALA ARRIAGADA,REGION METROPOLITANA DE SANTIAGO,PEÑALOLEN,310,CIENTÍFICO-HUMANISTA DIURNO,1,611,611,0,1,627,627,0,1,647,647,0,1,599,599,0,1,698,698,0,1,784,784,0,NA,NA,NA
578,LICEO BICENTENARIO DE EXCELENCIA IGNACIO CARRERA PINTO,REGION DE COQUIMBO,LA SERENA,310,CIENTÍFICO-HUMANISTA DIURNO,4,588.5,660.5,206.54,4,626.8,611.5,81.33,2,608.5,608.5,54.45,3,551.3,555,141.54,4,572,537,159.41,4,585,541,179.32,Municipal Corporación,Medio Bajo,Urbano
24976,COLEGIO SAN FELIPE DIACONO,REGION METROPOLITANA DE SANTIAGO,CALERA DE TANGO,310,CIENTÍFICO-HUMANISTA DIURNO,61,590,617,98.72,61,626.7,651,98,28,593.1,591.5,90.22,40,624.1,631,99.31,62,694.7,720,92.66,62,713.6,740,106.02,Particular pagado,Alto,Urbano
1781,ALLIANCE FRANCAISE DE VALPARAISO,REGION DE VALPARAISO,VIÑA DEL MAR,310,CIENTÍFICO-HUMANISTA DIURNO,44,603.9,608.5,81.28,44,626,619,87.11,27,591.1,612,99.6,22,625.1,646.5,80.17,46,747,764,84.06,46,750,766,86.23,Particular pagado,Alto,Urbano
41899,COLEGIO SAN JORGE,REGION DEL BIOBIO,LAJA,310,CIENTÍFICO-HUMANISTA DIURNO,9,626.7,647,86.63,9,625.7,642,59.02,5,584.4,602,88.81,7,596,625,74.63,9,752.4,768,75.72,9,786.1,798,86.03,Particular subvencionado,Medio Alto,Urbano
25541,COLEGIO PART. JOSEFINO SANTISIMA TRINIDAD,REGION METROPOLITANA DE SANTIAGO,PROVIDENCIA,310,CIENTÍFICO-HUMANISTA DIURNO,38,595.7,594.5,89.44,38,625.2,630,109.71,17,553.2,542,129.35,30,628.2,610.5,83.46,40,694.7,700,67.54,40,724.5,735,89.72,Particular subvencionado,Alto,Urbano
40125,COLEGIO PUMAHUE,REGION DE VALPARAISO,VALPARAISO,310,CIENTÍFICO-HUMANISTA DIURNO,26,589.5,581.5,84.92,25,624.7,630,99.09,12,587.7,595.5,93.06,14,601.5,590.5,101.02,26,683.3,698,90.75,26,701,715,104.26,Particular pagado,Alto,Urbano
5808,COLEGIO DE LA SALLE,REGION DE LA ARAUCANIA,TEMUCO,310,CIENTÍFICO-HUMANISTA DIURNO,21,612.1,611,82.07,21,624.2,632,42.84,10,631.9,618,70.37,16,593.8,583,67.45,21,742.8,753,48.03,21,766.2,777,60.2,Particular pagado,Alto,Urbano
8988,COLEGIO MARIANO,REGION METROPOLITANA DE SANTIAGO,PROVIDENCIA,310,CIENTÍFICO-HUMANISTA DIURNO,29,603.3,623,94.34,29,621.8,644,88.46,19,638.1,668,105.68,16,621.4,654,126.48,29,749,753,56.8,29,764.4,766,64.71,Particular pagado,Alto,Urbano
7718,THE AMERICAN SCHOOL,REGION DE LOS LAGOS,PUERTO MONTT,310,CIENTÍFICO-HUMANISTA DIURNO,21,587.6,606,109.51,21,621.7,640,85.29,11,648.4,644,91.89,12,614.7,605.5,77.48,21,660.2,669,95.22,21,664.8,669,99.72,Particular pagado,Alto,Urbano
10724,COLEGIO CARAMPANGUE,REGION METROPOLITANA DE SANTIAGO,TALAGANTE,310,CIENTÍFICO-HUMANISTA DIURNO,50,598.6,597.5,80.24,50,621.4,646.5,108.18,29,566.9,574,98.27,34,619.8,624,68.67,51,672,676,72.15,51,678.4,677,79.42,Particular pagado,Alto,Urbano
1776,SAINT PETER'S SCHOOL,REGION DE VALPARAISO,VIÑA DEL MAR,310,CIENTÍFICO-HUMANISTA DIURNO,19,619.6,623,73.83,19,621.3,644,88.66,10,636.2,656,77.32,9,670.1,678,61.51,19,730,724,65.3,19,754.2,769,77.55,Particular pagado,Alto,Urbano
12829,COL LEONARDO DA VINCI,REGION DE ANTOFAGASTA,CALAMA,310,CIENTÍFICO-HUMANISTA DIURNO,34,603.5,595,101.14,34,621.2,630,112.65,18,596.4,593.5,100.78,23,620.5,629,110.45,35,749.4,753,74.21,35,753.5,757,76.52,Particular pagado,Alto,Urbano
22536,CENTRO EDUCACIONAL SAN SEBASTIAN DE ANCUD,REGION DE LOS LAGOS,ANCUD,310,CIENTÍFICO-HUMANISTA DIURNO,18,591.2,592,104.97,18,621.2,632.5,95.96,13,627.5,619,46.72,14,600.9,652,104.35,18,677.5,711,106.01,18,699.9,736,124.56,Particular subvencionado,Medio Alto,Urbano
8748,COLEGIO INSTITUTO ALONSO DE ERCILLA,REGION METROPOLITANA DE SANTIAGO,SANTIAGO,310,CIENTÍFICO-HUMANISTA DIURNO,142,606.8,617,94.02,142,619.9,623.5,88.1,61,598.3,619,104.27,94,622.5,634,89.94,142,744.6,757,66.17,142,747.9,760,68.58,Particular pagado,Alto,Urbano
25478,COLEGIO MAYOR DE PEÑALOLEN,REGION METROPOLITANA DE SANTIAGO,PEÑALOLEN,310,CIENTÍFICO-HUMANISTA DIURNO,106,606.1,608.5,83.13,106,619.4,637.5,98.99,45,607,595,87.22,71,625.9,627,88.98,107,765.3,779,55.17,107,784.6,802,63.49,Particular pagado,Alto,Urbano
25001,COLEGIO GREENLAND SCHOOL,REGION METROPOLITANA DE SANTIAGO,ESTACION CENTRAL,310,CIENTÍFICO-HUMANISTA DIURNO,61,611.3,617,90.14,61,619.1,635,92.45,33,603.3,609,83.39,46,607.3,609,105.34,62,678,687,92.23,62,697.6,706,106.81,Particular pagado,Alto,Urbano
16550,COLEGIO SAN JORGE,REGION DEL MAULE,TALCA,310,CIENTÍFICO-HUMANISTA DIURNO,33,599.3,606,95.58,33,618.5,617,88.73,21,605.3,623,89.4,24,597.6,600,106.52,34,656.7,662,89.7,34,674.1,678.5,105.77,Particular pagado,Alto,Urbano
15690,COLEGIO LOS CIPRESES,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,DOÑIHUE,310,CIENTÍFICO-HUMANISTA DIURNO,55,593,589,74.43,55,618.5,637,57.95,21,620,640,65.77,37,607.8,606,57.67,55,642.4,654,96.19,55,654.4,662,108.02,Particular subvencionado,Medio,Urbano
11176,COLEGIO CHAMPAGNAT,REGION DE VALPARAISO,VILLA ALEMANA,310,CIENTÍFICO-HUMANISTA DIURNO,100,591.4,603,78.01,100,618.5,614,86.86,60,596.9,600.5,64.46,66,598.3,593,79.39,100,726.5,738.5,78.12,100,729,740.5,80.25,Particular pagado,Alto,Urbano
2786,INSTITUTO SAN MARTIN,REGION DEL MAULE,CURICO,310,CIENTÍFICO-HUMANISTA DIURNO,90,614.2,623,93.84,88,617.8,642,106.74,41,619.4,612,97.16,61,622.6,627,95.46,90,738.5,757,75.35,90,750.8,771,82.18,Particular pagado,Alto,Urbano
8863,COLEGIO SCUOLA ITALIANA VITTORIO MONTIGLIO,REGION METROPOLITANA DE SANTIAGO,LAS CONDES,310,CIENTÍFICO-HUMANISTA DIURNO,58,615.9,625.5,96.46,58,617.5,609.5,75.32,39,609.8,623,110.21,29,604.5,593,76.78,61,667.2,676,94.27,61,675.4,683,101.33,Particular pagado,Alto,Urbano
20091,COLEGIO PUMAHUE,REGION DE LA ARAUCANIA,TEMUCO,310,CIENTÍFICO-HUMANISTA DIURNO,53,580.9,569,90.77,53,617.5,625,77.85,35,601.7,612,101.54,33,578.4,562,99.49,55,671.2,676,90.97,55,681.6,685,99.59,Particular pagado,Alto,Urbano
24908,COLEGIO PEDRO DE VALDIVIA LAS CONDES,REGION METROPOLITANA DE SANTIAGO,LAS CONDES,310,CIENTÍFICO-HUMANISTA DIURNO,85,597.4,606,95.73,85,617.2,630,97.64,40,580.1,590,101.73,54,628.4,615,84.9,86,722.3,764,100.94,86,727.5,769,104.79,Particular pagado,Alto,Urbano
8923,LYCÉE ANTOINE DE SAINT-EXUPÉRY,REGION METROPOLITANA DE SANTIAGO,VITACURA,310,CIENTÍFICO-HUMANISTA DIURNO,107,614.4,611,91.16,107,616.4,617,91.78,60,619.9,621,88.66,69,621.1,615,77.25,109,774.1,790,64.66,109,776.8,792,66.6,Particular pagado,Alto,Urbano
8870,COLEGIO COMPANIA DE MARIA APOQUINDO,REGION METROPOLITANA DE SANTIAGO,LAS CONDES,310,CIENTÍFICO-HUMANISTA DIURNO,98,591,581.5,90.72,98,616.1,619,80.69,45,585.2,609,98.65,66,617.9,625,82.84,100,717.6,727.5,71.23,100,741.1,751.5,84.5,Particular pagado,Alto,Urbano
1422,LICEO PEDRO DE VALDIVIA,REGION DE VALPARAISO,CALERA,310,CIENTÍFICO-HUMANISTA DIURNO,2,465,465,98.99,2,616,616,123.04,1,503,503,0,1,651,651,0,2,651,651,50.91,2,697.5,697.5,96.87,Municipal DAEM,Bajo,Urbano
591,COLEGIO INGLES CATOLICO,REGION DE COQUIMBO,LA SERENA,310,CIENTÍFICO-HUMANISTA DIURNO,55,607.3,611,93.48,55,615.8,614,87.68,18,630.7,616,82.14,41,615.1,617,85.27,55,759.1,764,51.2,55,775.8,792,57.48,Particular pagado,Alto,Urbano
1631,"COLEGIO DE LOS SAGRADOS CORAZONES, PADRES FRANCESES",REGION DE VALPARAISO,VIÑA DEL MAR,310,CIENTÍFICO-HUMANISTA DIURNO,81,605.6,617,100.87,81,615.7,632,91.28,41,610.7,599,87.92,51,635.2,635,84.68,84,696.3,702,79.55,84,710.4,714,91.03,Particular pagado,Alto,Urbano
9054,COLEGIO SAINT JOHN´S VILLA ACADEMY,REGION METROPOLITANA DE SANTIAGO,LA REINA,310,CIENTÍFICO-HUMANISTA DIURNO,27,587.9,584,105.91,27,615.3,617,102.49,14,618.4,628,112.24,14,616.1,663,97.74,28,734.1,751.5,63.28,28,761.3,785,80.54,Particular pagado,Alto,Urbano
6161,COLEGIO ALEMAN VILLARRICA,REGION DE LA ARAUCANIA,VILLARRICA,310,CIENTÍFICO-HUMANISTA DIURNO,14,619.8,620,94.49,14,615.2,605,66.14,12,639.3,634.5,116.31,5,628,610,64.45,14,744.7,744,48.52,14,755.1,754,56.49,Particular pagado,Alto,Urbano
12669,COLEGIO HISPANO BRITANICO IQUIQUE,REGION DE TARAPACA,IQUIQUE,310,CIENTÍFICO-HUMANISTA DIURNO,70,577,579,110.13,70,615.2,628.5,101.63,42,572,581,90.35,44,611.1,629,113.18,71,735.3,757,77.38,71,742.1,764,82.3,Particular pagado,Alto,Urbano
11035,COLEGIO AMBROSIO O HIGGINS,REGION DE ATACAMA,VALLENAR,310,CIENTÍFICO-HUMANISTA DIURNO,19,619.3,611,91.43,19,615.1,614,68.12,5,612.2,595,139.78,15,620.6,605,68.12,19,741.7,735,48.32,19,748,739,53.34,Particular pagado,Alto,Urbano
