rbd|nombre|región|comuna|cod_edu|rama_edu|total lectura|promedio lectura|mediana lectura|desviación lectura|total matemática|promedio matemática|mediana matemática|desviación matemática|total historia|promedio historia|mediana historia|desviación historia|total ciencias|promedio ciencias|mediana ciencias|desviación ciencias|total nem|promedio nem|mediana nem|desviación nem|total ranking|promedio ranking|mediana ranking|desviación ranking
4408|LICEO CRISOL|REGION DEL BIOBIO|MULCHEN|610|TÉCNICO-PROFESIONAL TECNICA Y SERVICIOS|29.0|434.4|438.0|96.29|29.0|435.5|456.0|86.71|19.0|445.1|457.0|85.7|23.0|407.9|423.0|95.78|44.0|555.7|550.0|113.85|44.0|587.3|568.0|145.94
4408|LICEO CRISOL|REGION DEL BIOBIO|MULCHEN|510|TÉCNICO-PROFESIONAL INDUSTRIAL|14.0|406.3|411.5|83.96|14.0|431.4|421.5|80.33|11.0|382.6|384.0|115.34|12.0|402.9|406.0|81.05|19.0|566.5|600.0|128.0|19.0|606.9|640.0|160.79
4404|LICEO MIGUEL ÁNGEL CERDA LEIVA|REGION DEL BIOBIO|MULCHEN|310|CIENTÍFICO-HUMANISTA DIURNO|139.0|483.6|488.0|86.06|138.0|468.0|476.0|90.78|74.0|491.5|505.5|99.5|103.0|478.8|474.0|81.94|145.0|599.5|593.0|108.8|145.0|636.8|630.0|130.69
17778|COLEGIO SAN JUAN DE DIOS|REGION DEL BIOBIO|NACIMIENTO|310|CIENTÍFICO-HUMANISTA DIURNO|68.0|445.5|440.5|106.4|67.0|470.5|466.0|66.81|43.0|441.1|457.0|98.07|50.0|444.5|441.5|73.91|79.0|590.6|571.0|81.51|79.0|600.5|573.0|93.12
11430|COLEGIO TERESIANO PADRE ENRIQUE|REGION DEL BIOBIO|NACIMIENTO|310|CIENTÍFICO-HUMANISTA DIURNO|84.0|491.9|490.0|99.32|84.0|511.1|540.0|103.15|53.0|490.7|508.0|105.7|54.0|483.8|482.0|107.03|84.0|653.4|667.0|95.79|84.0|663.3|676.5|104.46
4451|LICEO POLIVALENTE MUNICIPAL DE NACIMIENTO|REGION DEL BIOBIO|NACIMIENTO|510|TÉCNICO-PROFESIONAL INDUSTRIAL|27.0|397.0|412.0|90.02|27.0|435.7|445.0|87.88|16.0|415.7|414.0|78.55|21.0|405.0|406.0|82.03|41.0|554.7|557.0|83.04|41.0|572.3|565.0|104.66
4451|LICEO POLIVALENTE MUNICIPAL DE NACIMIENTO|REGION DEL BIOBIO|NACIMIENTO|310|CIENTÍFICO-HUMANISTA DIURNO|109.0|483.3|483.0|106.15|109.0|493.3|509.0|93.72|69.0|491.9|503.0|108.2|89.0|471.6|488.0|90.26|118.0|651.1|654.0|108.21|118.0|655.1|657.0|111.93
17643|LICEO AGRICOLA DE NEGRETE|REGION DEL BIOBIO|NEGRETE|710|TÉCNICO-PROFESIONAL AGRICOLA|8.0|390.8|371.5|109.51|8.0|444.3|433.5|46.53|7.0|411.9|415.0|52.65|8.0|363.6|383.0|86.28|13.0|565.5|529.0|126.01|13.0|608.0|529.0|173.4
4446|LICEO POLIVALENTE LA FRONTERA|REGION DEL BIOBIO|NEGRETE|510|TÉCNICO-PROFESIONAL INDUSTRIAL|6.0|437.3|435.5|99.01|6.0|418.5|456.0|121.16|4.0|424.3|428.0|76.47|3.0|429.7|438.0|60.93|9.0|555.6|539.0|88.22|9.0|628.8|591.0|146.84
4446|LICEO POLIVALENTE LA FRONTERA|REGION DEL BIOBIO|NEGRETE|310|CIENTÍFICO-HUMANISTA DIURNO|35.0|429.0|438.0|103.55|35.0|442.2|466.0|98.14|18.0|410.1|410.0|72.69|28.0|421.8|417.5|85.74|41.0|607.0|626.0|102.36|41.0|639.8|659.0|132.07
18114|COLEGIO A-LAFKEN|REGION DEL BIOBIO|PENCO|363|CIENTÍFICO-HUMANISTA NOCTURNO|3.0|445.0|443.0|128.01|2.0|409.0|409.0|18.38|1.0|551.0|551.0|0.0|1.0|470.0|470.0|0.0|3.0|552.0|585.0|123.84|3.0|559.3|589.0|132.02
18114|COLEGIO A-LAFKEN|REGION DEL BIOBIO|PENCO|310|CIENTÍFICO-HUMANISTA DIURNO|28.0|504.7|492.5|109.29|28.0|529.7|537.5|94.23|15.0|540.7|559.0|95.75|24.0|517.0|531.0|113.99|30.0|685.9|727.5|114.96|30.0|709.6|754.5|133.16
4822|COLEGIO EL REFUGIO|REGION DEL BIOBIO|PENCO|310|CIENTÍFICO-HUMANISTA DIURNO|42.0|551.5|542.5|92.15|41.0|590.7|596.0|77.25|24.0|543.5|544.0|79.54|35.0|544.7|533.0|68.19|43.0|616.7|621.0|87.53|43.0|634.7|631.0|103.55
4805|LICEO PENCOPOLITANO|REGION DEL BIOBIO|PENCO|363|CIENTÍFICO-HUMANISTA NOCTURNO|7.0|393.6|395.0|111.91|7.0|428.0|466.0|84.14|4.0|403.8|410.0|81.66|6.0|376.8|370.0|88.94|9.0|517.7|491.0|118.29|9.0|559.6|494.0|179.11
4805|LICEO PENCOPOLITANO|REGION DEL BIOBIO|PENCO|810|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL MARITIMA|18.0|401.2|395.5|49.82|18.0|388.2|402.5|62.87|7.0|412.0|395.0|62.41|13.0|394.7|396.0|49.17|21.0|608.6|611.0|60.79|21.0|641.8|645.0|89.07
4805|LICEO PENCOPOLITANO|REGION DEL BIOBIO|PENCO|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|14.0|397.6|392.0|64.39|14.0|416.4|434.0|87.43|4.0|415.0|428.5|55.25|12.0|420.8|442.5|62.84|16.0|614.8|608.0|63.35|16.0|651.7|640.0|94.93
4805|LICEO PENCOPOLITANO|REGION DEL BIOBIO|PENCO|310|CIENTÍFICO-HUMANISTA DIURNO|62.0|449.2|445.5|101.31|61.0|454.5|466.0|79.79|29.0|453.6|442.0|109.24|45.0|425.5|419.0|92.63|71.0|647.8|654.0|92.81|71.0|678.5|685.0|112.93
17782|LICEO RIOS DE CHILE|REGION DEL BIOBIO|PENCO|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|28.0|403.5|387.0|78.12|28.0|455.8|475.5|66.68|15.0|407.6|395.0|73.57|20.0|390.9|406.0|70.1|36.0|646.2|677.0|112.45|36.0|658.9|691.0|123.21
4392|LICEO BICENTENARIO VALLE DEL SOL QUILACO|REGION DEL BIOBIO|QUILACO|310|CIENTÍFICO-HUMANISTA DIURNO|10.0|438.6|438.0|74.08|10.0|423.9|396.0|79.59|4.0|415.3|411.5|49.17|8.0|423.3|418.5|105.78|14.0|527.0|470.5|137.44|14.0|545.1|470.5|165.64
4331|LICEO BICENTENARIO FRANCISCO BASCUNAN GUERRERO|REGION DEL BIOBIO|QUILLECO|310|CIENTÍFICO-HUMANISTA DIURNO|30.0|396.0|375.0|101.83|30.0|450.1|450.5|99.49|11.0|387.5|384.0|97.07|21.0|407.0|419.0|110.51|32.0|543.7|536.0|99.66|32.0|552.2|536.0|112.35
4331|LICEO BICENTENARIO FRANCISCO BASCUNAN GUERRERO|REGION DEL BIOBIO|QUILLECO|410|TÉCNICO-PROFESIONAL COMERCIAL|9.0|406.3|417.0|97.38|9.0|419.1|409.0|70.25|5.0|461.4|433.0|63.05|4.0|380.3|399.0|94.4|9.0|606.0|590.0|79.19|9.0|640.4|610.0|119.02
4333|LICEO ISABEL RIQUELME|REGION DEL BIOBIO|QUILLECO|310|CIENTÍFICO-HUMANISTA DIURNO|10.0|445.1|473.0|100.11|10.0|456.1|489.0|92.53|4.0|484.0|457.5|70.55|8.0|487.1|499.5|64.82|10.0|603.0|580.5|139.45|10.0|643.4|627.0|173.81
4687|COLEGIO ALEMAN DE CONCEPCIÓN|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|310|CIENTÍFICO-HUMANISTA DIURNO|66.0|624.0|617.0|89.55|66.0|658.8|657.0|82.48|36.0|587.9|590.0|104.23|46.0|633.4|631.0|80.76|66.0|727.7|755.0|85.96|66.0|737.1|765.5|93.14
17859|COLEGIO ALMONDALE|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|310|CIENTÍFICO-HUMANISTA DIURNO|103.0|606.1|606.0|96.05|102.0|632.6|635.0|76.23|48.0|597.4|612.0|88.88|73.0|618.3|623.0|76.91|102.0|723.8|724.0|63.8|102.0|737.7|738.0|72.23
18237|COLEGIO AMANECER SAN CARLOS|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|310|CIENTÍFICO-HUMANISTA DIURNO|74.0|506.4|499.5|80.75|73.0|502.8|509.0|90.43|42.0|503.4|508.0|91.39|51.0|490.0|503.0|97.45|76.0|665.1|665.0|86.12|76.0|682.4|680.0|98.95
17606|COLEGIO CONCEPCION SAN PEDRO|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|310|CIENTÍFICO-HUMANISTA DIURNO|89.0|574.6|579.0|91.1|89.0|605.6|627.0|96.44|37.0|584.1|592.0|108.52|65.0|607.4|622.0|89.23|89.0|723.3|731.0|74.71|89.0|732.6|740.0|80.54
17634|COLEGIO DE LA SANTISIMA TRINIDAD|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|310|CIENTÍFICO-HUMANISTA DIURNO|27.0|623.1|634.0|73.32|27.0|628.3|646.0|88.42|15.0|608.6|626.0|113.36|17.0|612.1|601.0|59.54|27.0|736.6|742.0|76.87|27.0|747.6|750.0|84.53
31110|COLEGIO FRATERNIDAD|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|310|CIENTÍFICO-HUMANISTA DIURNO|72.0|562.2|559.0|96.12|72.0|547.3|551.0|85.57|40.0|527.2|518.5|116.8|47.0|557.8|553.0|98.15|73.0|642.5|643.0|94.33|73.0|662.4|658.0|113.9
4617|COLEGIO GALVARINO DE LOMAS COLORADAS|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|310|CIENTÍFICO-HUMANISTA DIURNO|20.0|488.6|488.0|66.74|20.0|435.5|428.0|100.96|13.0|487.8|457.0|80.75|10.0|477.0|516.5|113.72|20.0|632.2|612.5|96.1|20.0|663.2|649.0|115.26
18218|COLEGIO NUEVOS HORIZONTES|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|9.0|385.2|384.0|110.88|9.0|422.3|422.0|58.29|6.0|407.0|383.5|127.45|8.0|404.6|381.0|79.63|15.0|560.0|550.0|78.09|15.0|579.9|550.0|104.49
18218|COLEGIO NUEVOS HORIZONTES|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|363|CIENTÍFICO-HUMANISTA NOCTURNO|2.0|440.5|440.5|17.68|2.0|400.0|400.0|63.64|2.0|461.5|461.5|65.76|2.0|407.5|407.5|16.26|4.0|586.5|588.5|75.48|4.0|623.5|622.5|110.33
4644|COLEGIO PARTICULAR JUAN BOSCO|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|310|CIENTÍFICO-HUMANISTA DIURNO|62.0|472.0|473.0|109.72|61.0|488.9|493.0|85.51|38.0|463.3|481.5|107.11|47.0|452.2|476.0|104.04|70.0|557.9|549.0|116.1|70.0|568.3|549.0|129.95
4662|COLEGIO SAN IGNACIO|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|310|CIENTÍFICO-HUMANISTA DIURNO|121.0|539.2|550.0|94.33|121.0|532.8|546.0|100.8|46.0|528.2|549.0|102.04|103.0|533.0|548.0|92.79|121.0|666.4|676.0|90.04|121.0|678.0|685.0|99.4
4616|ESCUELA BASICA MICHAIHUE|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|2.0|298.5|298.5|27.58|2.0|275.5|275.5|70.0|2.0|383.5|383.5|82.73|1.0|380.0|380.0|0.0|8.0|585.6|564.5|100.04|8.0|641.5|611.5|136.99
4626|ESCUELA JOSE MIGUEL CARRERA|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|363|CIENTÍFICO-HUMANISTA NOCTURNO|1.0||||1.0||||1.0||||0.0||||0.0||||0.0|||
4656|ESCUELA PARTICULAR INSTITUTO SAN PEDRO|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|310|CIENTÍFICO-HUMANISTA DIURNO|60.0|513.4|516.0|106.11|60.0|495.2|501.0|97.1|30.0|493.2|502.5|99.38|39.0|507.2|496.0|99.5|63.0|631.6|626.0|103.99|63.0|645.2|633.0|117.4
4677|ESCUELA PARTICULAR SAN JOSE|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|310|CIENTÍFICO-HUMANISTA DIURNO|41.0|538.7|545.0|79.9|41.0|528.9|540.0|84.81|25.0|573.7|581.0|84.21|32.0|529.2|549.5|85.93|43.0|632.9|654.0|88.79|43.0|658.5|673.0|109.34
31085|LICEO EL ARRAYAN|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|310|CIENTÍFICO-HUMANISTA DIURNO|76.0|530.4|537.5|87.37|77.0|524.9|546.0|99.09|23.0|503.3|529.0|115.1|64.0|528.7|536.5|80.42|81.0|620.1|621.0|92.78|81.0|634.0|630.0|105.6
12062|LICEO MAURICIO HOCHSCHILD|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|169.0|495.6|492.0|81.34|170.0|492.9|501.0|83.48|109.0|491.7|491.0|86.8|99.0|488.6|500.0|75.83|187.0|572.0|568.0|86.06|187.0|595.6|585.0|110.29
11706|LICEO PARTICULAR LOS ANDES|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|8.0|453.6|458.0|82.14|8.0|411.0|389.5|82.17|6.0|433.0|468.0|81.51|6.0|440.2|439.5|41.69|8.0|507.5|496.0|75.8|8.0|570.0|497.0|178.95
11706|LICEO PARTICULAR LOS ANDES|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|310|CIENTÍFICO-HUMANISTA DIURNO|19.0|470.2|453.0|127.63|20.0|482.1|492.5|109.35|18.0|465.3|468.5|113.7|15.0|467.0|449.0|106.96|21.0|571.6|588.0|164.83|21.0|613.3|642.0|202.9
11706|LICEO PARTICULAR LOS ANDES|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|363|CIENTÍFICO-HUMANISTA NOCTURNO|1.0|483.0|483.0|0.0|1.0|564.0|564.0|0.0|1.0|529.0|529.0|0.0|1.0|449.0|449.0|0.0|1.0|617.0|617.0|0.0|1.0|651.0|651.0|0.0
4562|LICEO SAN PEDRO|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|310|CIENTÍFICO-HUMANISTA DIURNO|38.0|462.3|468.0|91.8|37.0|484.9|501.0|73.64|23.0|480.8|479.0|94.6|26.0|497.2|492.5|67.91|41.0|564.8|567.0|106.98|41.0|574.7|571.0|119.13
4694|SAINT JOHN´S SCHOOL|REGION DEL BIOBIO|SAN PEDRO DE LA PAZ|310|CIENTÍFICO-HUMANISTA DIURNO|92.0|622.9|623.0|91.96|92.0|652.7|649.0|115.5|43.0|617.9|637.0|97.57|68.0|637.3|632.5|90.87|94.0|704.8|709.0|80.01|94.0|711.9|713.0|86.56
4500|LICEO ISIDORA AGUIRRE TUPPER|REGION DEL BIOBIO|SAN ROSENDO|310|CIENTÍFICO-HUMANISTA DIURNO|19.0|490.7|502.0|109.58|19.0|508.1|501.0|79.93|15.0|459.1|465.0|108.78|17.0|458.8|470.0|100.07|19.0|605.5|604.0|140.8|19.0|629.3|626.0|160.59
12059|COLEGIO AGRÍCOLA LOS MAYOS|REGION DEL BIOBIO|SANTA BARBARA|710|TÉCNICO-PROFESIONAL AGRICOLA|12.0|374.4|372.0|52.49|13.0|421.8|422.0|72.48|11.0|369.8|373.0|87.13|13.0|385.7|423.0|96.43|37.0|556.2|550.0|88.03|37.0|575.7|553.0|117.09
4382|COLEGIO SANTA BARBARA|REGION DEL BIOBIO|SANTA BARBARA|310|CIENTÍFICO-HUMANISTA DIURNO|32.0|413.2|389.5|94.39|32.0|454.2|445.0|76.99|14.0|445.2|450.0|87.25|27.0|443.4|439.0|99.24|33.0|612.5|604.0|115.23|33.0|621.9|616.0|125.14
4353|LICEO CARDENAL ANTONIO SAMORE|REGION DEL BIOBIO|SANTA BARBARA|310|CIENTÍFICO-HUMANISTA DIURNO|44.0|452.1|443.0|108.61|44.0|466.8|485.0|96.68|23.0|464.3|450.0|112.04|33.0|462.9|453.0|106.98|46.0|589.3|567.0|124.59|46.0|602.6|567.0|139.75
4353|LICEO CARDENAL ANTONIO SAMORE|REGION DEL BIOBIO|SANTA BARBARA|610|TÉCNICO-PROFESIONAL TECNICA Y SERVICIOS|7.0|340.4|346.0|76.09|7.0|408.7|396.0|60.2|3.0|425.0|415.0|36.06|5.0|373.6|350.0|45.46|8.0|533.4|529.0|62.65|8.0|560.6|549.0|93.46
18075|COLEGIO JAHVE NISI|REGION DEL BIOBIO|SANTA JUANA|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|5.0|384.2|333.0|163.18|5.0|446.0|396.0|81.63|2.0|584.5|584.5|239.71|3.0|462.3|465.0|153.02|6.0|583.7|532.0|149.71|6.0|605.0|532.0|177.37
18075|COLEGIO JAHVE NISI|REGION DEL BIOBIO|SANTA JUANA|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|4.0|364.5|374.0|78.62|3.0|462.3|456.0|69.72|2.0|418.5|418.5|33.23|2.0|389.0|389.0|69.3|4.0|544.8|542.5|35.73|4.0|552.5|544.0|48.13
31106|COLEGIO SAINT JOAN COLLEGE|REGION DEL BIOBIO|SANTA JUANA|310|CIENTÍFICO-HUMANISTA DIURNO|17.0|555.3|554.0|98.92|17.0|490.3|501.0|96.46|9.0|523.0|551.0|95.51|14.0|520.5|538.0|93.11|21.0|614.9|626.0|114.14|21.0|639.6|648.0|137.05
4925|LICEO NUEVA ZELANDIA|REGION DEL BIOBIO|SANTA JUANA|310|CIENTÍFICO-HUMANISTA DIURNO|60.0|445.6|448.0|95.5|60.0|475.6|485.0|87.1|38.0|465.6|457.5|106.33|51.0|469.3|482.0|83.99|63.0|645.2|665.0|110.87|63.0|664.4|678.0|125.62
4925|LICEO NUEVA ZELANDIA|REGION DEL BIOBIO|SANTA JUANA|710|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL AGRICOLA|15.0|354.9|346.0|77.06|13.0|422.5|422.0|78.62|11.0|399.5|433.0|86.48|9.0|380.7|390.0|87.64|22.0|556.5|568.0|107.66|22.0|609.6|619.0|153.95
4796|ARTURO PRAT CHACON|REGION DEL BIOBIO|TALCAHUANO|310|CIENTÍFICO-HUMANISTA DIURNO|43.0|575.1|589.0|90.13|42.0|587.0|591.5|81.09|25.0|565.9|592.0|86.0|29.0|558.9|565.0|87.22|43.0|652.4|659.0|87.12|43.0|666.1|670.0|98.78
18241|CENTRO DE EDUCACIÓN INTEGRAL DE ADULTOS NAHUELQUÍN|REGION DEL BIOBIO|TALCAHUANO|363|CIENTÍFICO-HUMANISTA NOCTURNO|14.0|365.7|362.5|63.23|13.0|409.8|409.0|74.88|8.0|413.8|428.5|59.89|7.0|322.4|345.0|69.78|25.0|528.4|527.0|97.15|25.0|537.4|527.0|110.82
18049|COLEGIO ADVENTISTA DE CONCEPCION|REGION DEL BIOBIO|TALCAHUANO|310|CIENTÍFICO-HUMANISTA DIURNO|71.0|499.5|521.0|92.45|71.0|492.9|493.0|89.58|31.0|504.8|503.0|91.15|59.0|490.9|498.0|92.87|77.0|624.3|637.0|114.33|77.0|632.9|642.0|122.89
4779|COLEGIO ADVENTISTA DE TALCAHUANO CENTRO|REGION DEL BIOBIO|TALCAHUANO|310|CIENTÍFICO-HUMANISTA DIURNO|72.0|478.6|490.0|95.52|71.0|465.0|476.0|89.32|47.0|485.2|479.0|100.6|60.0|467.1|478.0|79.14|75.0|643.7|643.0|85.62|75.0|656.0|658.0|96.49
18172|COLEGIO AMANECER TALCAHUANO|REGION DEL BIOBIO|TALCAHUANO|310|CIENTÍFICO-HUMANISTA DIURNO|68.0|484.1|490.0|104.4|67.0|479.5|493.0|91.17|38.0|507.9|508.5|76.49|47.0|464.5|470.0|90.51|71.0|641.7|632.0|91.57|71.0|652.9|640.0|101.33
17703|COLEGIO ESPIRITU SANTO|REGION DEL BIOBIO|TALCAHUANO|310|CIENTÍFICO-HUMANISTA DIURNO|71.0|542.3|540.0|89.9|71.0|519.2|529.0|101.88|34.0|527.5|533.0|93.69|57.0|515.3|518.0|83.78|71.0|698.3|720.0|91.47|71.0|707.5|728.0|97.99
17833|COLEGIO ETCHEGOYEN TALCAHUANO|REGION DEL BIOBIO|TALCAHUANO|310|CIENTÍFICO-HUMANISTA DIURNO|124.0|512.8|518.5|87.57|123.0|521.6|535.0|89.73|62.0|514.0|514.0|99.95|83.0|508.5|516.0|85.58|125.0|665.7|669.0|81.21|125.0|670.0|673.0|84.66
17858|COLEGIO MIXTO INMACULADA CONCEPCION|REGION DEL BIOBIO|TALCAHUANO|310|CIENTÍFICO-HUMANISTA DIURNO|52.0|517.3|516.0|95.46|52.0|525.0|532.0|93.67|29.0|504.8|542.0|109.38|38.0|511.5|519.0|112.59|52.0|628.4|626.0|77.16|52.0|650.4|644.0|97.13
4778|COLEGIO PARTICULAR TALCAHUANO|REGION DEL BIOBIO|TALCAHUANO|310|CIENTÍFICO-HUMANISTA DIURNO|49.0|508.7|511.0|119.21|48.0|505.8|512.5|82.44|30.0|521.6|519.0|101.94|35.0|493.0|496.0|78.63|50.0|618.1|604.0|100.54|50.0|638.2|617.0|119.15
17708|COLEGIO SAN CRISTOBAL|REGION DEL BIOBIO|TALCAHUANO|310|CIENTÍFICO-HUMANISTA DIURNO|29.0|534.2|550.0|89.09|29.0|514.1|523.0|85.86|8.0|508.4|530.5|122.51|23.0|539.5|551.0|77.04|29.0|677.7|687.0|84.88|29.0|700.2|708.0|103.47
17860|COLEGIO SAN LUIS|REGION DEL BIOBIO|TALCAHUANO|310|CIENTÍFICO-HUMANISTA DIURNO|15.0|458.9|443.0|72.8|15.0|486.7|501.0|95.57|9.0|453.7|433.0|90.92|8.0|466.4|478.0|67.05|16.0|608.8|626.5|124.26|16.0|656.8|684.5|167.09
4785|COLEGIO SANTA BERNARDITA|REGION DEL BIOBIO|TALCAHUANO|310|CIENTÍFICO-HUMANISTA DIURNO|41.0|519.6|530.0|90.13|41.0|537.4|535.0|92.7|14.0|514.9|499.5|116.84|38.0|509.6|524.0|98.33|41.0|708.3|724.0|62.68|41.0|721.7|738.0|74.21
11417|ESCUELA ADULTOS LAS AMERICAS|REGION DEL BIOBIO|TALCAHUANO|363|CIENTÍFICO-HUMANISTA NOCTURNO|10.0|378.0|353.0|71.58|10.0|412.2|415.5|96.43|8.0|392.8|415.0|89.58|9.0|406.2|365.0|82.17|22.0|636.8|635.0|122.97|22.0|667.1|666.0|142.87
4702|LICEO BICENTENARIO ALMIRANTE PEDRO ESPINA RITCHIE|REGION DEL BIOBIO|TALCAHUANO|310|CIENTÍFICO-HUMANISTA DIURNO|214.0|455.4|448.0|92.74|209.0|451.4|456.0|92.4|107.0|440.4|442.0|85.91|157.0|457.0|462.0|87.94|244.0|569.4|558.0|92.66|244.0|580.5|561.5|105.51
4733|LICEO BICENTENARIO ANITA SERRANO SEPULVEDA|REGION DEL BIOBIO|TALCAHUANO|310|CIENTÍFICO-HUMANISTA DIURNO|18.0|471.9|473.0|70.03|17.0|391.9|383.0|87.63|15.0|455.3|479.0|93.95|13.0|452.9|444.0|59.61|19.0|623.1|615.0|75.83|19.0|633.6|625.0|83.12
4707|LICEO COMERCIAL PROFESOR SERGIO MORAGA ARCIL|REGION DEL BIOBIO|TALCAHUANO|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|58.0|408.2|401.0|77.32|53.0|422.3|422.0|80.88|35.0|406.3|415.0|80.24|41.0|392.0|389.0|74.06|69.0|555.9|557.0|86.09|69.0|562.3|565.0|93.46
4707|LICEO COMERCIAL PROFESOR SERGIO MORAGA ARCIL|REGION DEL BIOBIO|TALCAHUANO|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|10.0|447.7|443.0|57.37|10.0|448.1|461.0|97.08|8.0|419.5|405.0|66.04|6.0|436.3|446.5|74.92|12.0|588.7|594.0|72.82|12.0|598.4|603.0|79.71
4703|LICEO INDUSTRIAL JUAN ANTONIO RIOS|REGION DEL BIOBIO|TALCAHUANO|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|14.0|429.2|409.0|106.42|13.0|448.2|445.0|70.2|7.0|470.0|472.0|57.75|5.0|451.6|516.0|158.44|19.0|615.8|611.0|109.14|19.0|664.2|666.0|144.7
4762|LICEO LA ASUNCION|REGION DEL BIOBIO|TALCAHUANO|310|CIENTÍFICO-HUMANISTA DIURNO|196.0|527.6|530.0|93.89|196.0|525.7|529.0|90.36|81.0|518.0|529.0|94.52|154.0|507.6|518.5|81.98|199.0|640.2|637.0|86.81|199.0|650.0|644.0|95.34
4708|LICEO POLIVALENTE LAS SALINAS|REGION DEL BIOBIO|TALCAHUANO|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|10.0|388.7|386.5|93.01|11.0|436.5|476.0|86.64|7.0|396.9|395.0|104.36|6.0|379.2|364.5|91.16|12.0|514.6|458.5|113.16|12.0|559.2|458.5|169.15
4708|LICEO POLIVALENTE LAS SALINAS|REGION DEL BIOBIO|TALCAHUANO|310|CIENTÍFICO-HUMANISTA DIURNO|6.0|420.5|435.5|67.29|6.0|455.2|439.5|122.72|2.0|481.0|481.0|67.88|4.0|474.0|472.0|82.48|7.0|563.0|604.0|165.91|7.0|616.3|642.0|219.81
4708|LICEO POLIVALENTE LAS SALINAS|REGION DEL BIOBIO|TALCAHUANO|810|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL MARITIMA|1.0||||1.0||||1.0||||0.0||||4.0||||4.0|||
4712|LICEO SANTA LEONOR|REGION DEL BIOBIO|TALCAHUANO|310|CIENTÍFICO-HUMANISTA DIURNO|24.0|424.3|409.5|97.71|23.0|461.0|456.0|85.86|16.0|430.6|427.5|92.97|16.0|454.6|460.0|96.93|26.0|604.3|574.5|104.67|26.0|649.0|596.0|142.11
