rbd|nombre|región|comuna|cod_edu|rama_edu|total lectura|promedio lectura|mediana lectura|desviación lectura|total matemática|promedio matemática|mediana matemática|desviación matemática|total historia|promedio historia|mediana historia|desviación historia|total ciencias|promedio ciencias|mediana ciencias|desviación ciencias|total nem|promedio nem|mediana nem|desviación nem|total ranking|promedio ranking|mediana ranking|desviación ranking
67|ABRAHAM LINCOLN SCHOOL|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|36.0|536.0|530.0|70.52|36.0|528.1|546.0|81.83|24.0|516.2|537.5|123.55|22.0|513.0|517.5|95.87|38.0|700.3|702.0|76.85|38.0|711.3|710.0|84.9
41063|AULA HOSPITALARIA DE ARICA|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|1.0||||1.0||||1.0||||0.0||||1.0||||1.0|||
12502|COLEGIO ANDINO|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|20.0|548.9|595.0|119.81|20.0|533.1|526.0|96.48|10.0|591.1|607.5|71.68|15.0|567.6|573.0|72.39|20.0|653.6|643.0|93.06|20.0|663.8|643.0|105.47
12720|COLEGIO ADOLFO BEYZAGA OVANDO|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|36.0|463.5|465.5|95.94|35.0|456.9|456.0|91.84|18.0|438.6|413.0|121.72|26.0|440.8|459.0|98.77|37.0|568.6|567.0|114.79|37.0|586.0|573.0|134.19
50|COLEGIO ADVENTISTA DE ARICA|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|75.0|471.6|478.0|90.48|75.0|498.6|509.0|101.75|37.0|442.6|433.0|103.29|60.0|473.8|478.0|87.57|80.0|612.4|621.0|102.21|80.0|620.7|621.0|111.68
60|COLEGIO ALEMAN DE ARICA|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|81.0|499.1|502.0|87.75|80.0|512.8|529.0|91.44|47.0|517.3|514.0|100.05|53.0|475.2|465.0|90.16|84.0|598.1|610.0|98.58|84.0|622.1|621.5|122.39
12587|COLEGIO ARICA COLLEGE|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|80.0|510.3|511.0|88.36|79.0|498.9|509.0|92.15|55.0|504.5|508.0|86.51|55.0|510.6|516.0|83.79|81.0|666.9|659.0|90.88|81.0|675.5|664.0|98.36
12716|COLEGIO BICENTENARIO MIRAMAR DE EXCELENCIA|REGION DE ARICA Y PARINACOTA|ARICA|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|21.0|414.0|423.0|82.18|21.0|458.3|466.0|62.09|17.0|460.5|442.0|67.57|5.0|436.4|406.0|66.02|25.0|587.0|611.0|111.88|25.0|626.4|644.0|141.98
12716|COLEGIO BICENTENARIO MIRAMAR DE EXCELENCIA|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|28.0|477.1|470.5|91.93|28.0|473.4|471.0|81.59|17.0|514.5|538.0|94.97|16.0|479.6|498.0|77.62|32.0|602.1|574.5|100.58|32.0|628.5|592.0|124.04
12716|COLEGIO BICENTENARIO MIRAMAR DE EXCELENCIA|REGION DE ARICA Y PARINACOTA|ARICA|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|49.0|400.0|390.0|93.52|48.0|431.1|434.0|80.71|32.0|409.8|410.0|58.63|26.0|409.0|404.5|91.81|59.0|559.3|546.0|90.86|59.0|584.0|559.0|114.44
12716|COLEGIO BICENTENARIO MIRAMAR DE EXCELENCIA|REGION DE ARICA Y PARINACOTA|ARICA|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|8.0|359.5|339.5|85.43|9.0|439.2|445.0|50.4|5.0|365.0|350.0|69.6|8.0|417.8|413.0|30.29|8.0|504.1|490.0|60.33|8.0|513.1|493.5|74.0
10915|COLEGIO CARDENAL ANTONIO SAMORE|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|98.0|489.6|487.5|86.75|98.0|516.4|516.0|88.59|44.0|486.5|479.0|96.71|76.0|471.3|474.0|84.55|103.0|691.9|709.0|82.06|103.0|709.7|728.0|93.74
25|COLEGIO CENTENARIO DE ARICA|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|24.0|386.3|381.0|83.75|24.0|419.0|428.0|91.96|23.0|404.3|415.0|69.7|18.0|405.1|391.0|70.99|28.0|493.3|482.0|102.28|28.0|502.3|482.0|118.51
12712|COLEGIO CHILE NORTE|REGION DE ARICA Y PARINACOTA|ARICA|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|11.0|425.1|428.0|82.62|11.0|424.3|422.0|78.97|9.0|462.2|479.0|80.98|5.0|404.4|402.0|44.21|14.0|520.3|509.5|81.72|14.0|585.9|540.0|154.19
12712|COLEGIO CHILE NORTE|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|23.0|483.3|497.0|108.97|23.0|494.0|509.0|88.24|16.0|502.9|503.0|68.46|14.0|471.6|479.5|106.84|26.0|564.8|563.5|110.51|26.0|590.4|564.5|141.37
10906|COLEGIO FORD COLLEGE|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|31.0|554.5|564.0|106.58|30.0|538.9|540.0|95.3|13.0|560.2|538.0|69.04|23.0|534.9|531.0|113.2|31.0|724.8|731.0|68.83|31.0|746.3|756.0|82.86
8|COLEGIO INTEGRADO EDUARDO FREI MONTALVA|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|45.0|411.5|412.0|100.06|45.0|437.3|445.0|83.45|33.0|420.0|442.0|98.55|24.0|427.6|436.5|76.63|54.0|565.1|582.0|135.98|54.0|593.0|605.5|161.79
45|COLEGIO ITALIANO SANTA ANA|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|67.0|493.4|497.0|98.22|66.0|479.5|493.0|111.86|39.0|492.9|491.0|92.52|45.0|496.4|506.0|100.4|72.0|650.8|680.0|117.99|72.0|661.8|690.0|127.14
30003|COLEGIO JUAN PABLO II|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|58.0|457.0|453.0|95.1|58.0|459.9|466.0|95.75|36.0|453.7|442.0|102.28|42.0|448.2|449.0|87.15|62.0|543.6|545.0|93.55|62.0|554.7|547.5|107.59
12630|COLEGIO LEONARDO DA VINCI|REGION DE ARICA Y PARINACOTA|ARICA|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|14.0|402.4|430.0|76.2|13.0|426.4|434.0|89.28|13.0|432.0|442.0|70.71|6.0|374.7|380.0|68.21|18.0|522.2|505.5|116.33|18.0|538.4|505.5|137.77
12630|COLEGIO LEONARDO DA VINCI|REGION DE ARICA Y PARINACOTA|ARICA|363|CIENTÍFICO-HUMANISTA NOCTURNO|30.0|401.9|395.0|84.5|28.0|445.6|466.0|87.34|22.0|449.2|457.0|69.56|21.0|397.2|402.0|77.4|62.0|535.9|533.0|70.13|62.0|548.3|533.0|90.56
12630|COLEGIO LEONARDO DA VINCI|REGION DE ARICA Y PARINACOTA|ARICA|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|11.0|397.3|428.0|102.3|11.0|406.7|396.0|77.76|10.0|416.1|428.5|73.08|3.0|334.3|370.0|94.68|16.0|490.7|494.0|117.57|16.0|503.7|494.0|140.24
12505|COLEGIO PADRE LUIS GALLARDO|REGION DE ARICA Y PARINACOTA|ARICA|363|CIENTÍFICO-HUMANISTA NOCTURNO|1.0||||1.0||||1.0||||0.0||||1.0||||1.0|||
59|COLEGIO SAN JORGE|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|26.0|558.0|571.5|120.95|26.0|597.4|583.0|80.19|15.0|524.9|542.0|148.86|20.0|585.6|583.5|114.24|27.0|745.6|757.0|98.39|27.0|748.7|760.0|100.08
56|COLEGIO SAN MARCOS DE ARICA|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|74.0|553.5|545.0|112.37|74.0|552.5|555.0|106.19|34.0|557.5|568.0|85.4|55.0|546.3|541.0|103.65|75.0|672.0|676.0|93.86|75.0|681.2|683.0|102.79
12547|COLEGIO SAUCACHE|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|115.0|475.5|478.0|97.18|116.0|492.7|501.0|92.85|64.0|477.3|461.0|97.46|86.0|493.1|506.0|90.11|122.0|634.4|645.5|119.75|122.0|643.9|651.5|128.65
12547|COLEGIO SAUCACHE|REGION DE ARICA Y PARINACOTA|ARICA|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|21.0|417.3|417.0|110.63|20.0|448.5|445.0|77.27|14.0|438.7|419.0|84.67|10.0|378.5|392.5|106.16|24.0|574.7|548.0|118.49|24.0|609.0|562.5|154.69
40230|COLEGIO TECNOLOGICO DON BOSCO DE ARICA|REGION DE ARICA Y PARINACOTA|ARICA|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|6.0|408.0|380.0|100.64|6.0|437.5|439.0|32.9|6.0|424.8|428.5|44.0|2.0|439.0|439.0|22.63|8.0|509.6|482.0|149.58|8.0|537.1|485.0|178.73
28|ESCUELA RICARDO SILVA ARRIAGADA|REGION DE ARICA Y PARINACOTA|ARICA|363|CIENTÍFICO-HUMANISTA NOCTURNO|4.0|323.3|314.0|107.34|4.0|494.5|488.5|30.75|2.0|318.5|318.5|9.19|3.0|466.3|462.0|72.6|6.0|646.3|681.5|131.95|6.0|667.0|704.0|145.93
5|JOVINA NARANJO FERNANDEZ|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|116.0|499.3|502.0|103.84|115.0|522.9|529.0|98.79|65.0|493.4|491.0|80.58|74.0|520.7|521.0|95.49|120.0|679.6|702.0|103.08|120.0|699.7|723.0|117.4
5|JOVINA NARANJO FERNANDEZ|REGION DE ARICA Y PARINACOTA|ARICA|363|CIENTÍFICO-HUMANISTA NOCTURNO|5.0|411.0|326.0|171.05|6.0|448.5|450.5|102.63|3.0|562.0|503.0|193.37|2.0|441.5|441.5|10.61|8.0|500.8|506.0|122.36|8.0|505.6|509.5|127.58
69|JUNIOR COLLEGE|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|48.0|567.1|559.0|88.3|47.0|604.7|608.0|87.27|14.0|553.4|542.0|104.38|37.0|614.0|605.0|94.43|48.0|700.1|709.0|80.02|48.0|713.7|723.0|90.29
7|L. POLI. ANTONIO VARAS DE LA BARRA|REGION DE ARICA Y PARINACOTA|ARICA|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|62.0|420.8|425.0|74.65|62.0|438.6|456.0|89.74|47.0|418.0|433.0|83.31|41.0|435.8|438.0|76.84|74.0|579.5|557.0|109.28|74.0|586.1|558.0|117.49
7|L. POLI. ANTONIO VARAS DE LA BARRA|REGION DE ARICA Y PARINACOTA|ARICA|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|47.0|398.9|390.0|91.15|46.0|423.6|434.0|68.5|28.0|399.7|410.0|93.29|28.0|402.9|391.0|65.77|61.0|563.7|557.0|101.28|61.0|569.8|558.0|108.09
7|L. POLI. ANTONIO VARAS DE LA BARRA|REGION DE ARICA Y PARINACOTA|ARICA|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|28.0|380.4|384.0|83.95|27.0|413.5|409.0|74.55|21.0|378.4|384.0|77.36|17.0|407.3|423.0|68.05|36.0|539.3|535.0|95.8|36.0|543.2|535.0|101.72
12658|LICEO AGR. TEC. PROF. PADRE FRANCISCO NAPOLI|REGION DE ARICA Y PARINACOTA|ARICA|710|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL AGRICOLA|9.0|393.7|423.0|99.71|7.0|383.1|325.0|120.46|2.0|474.0|474.0|83.44|6.0|406.8|409.0|51.92|14.0|509.4|458.5|104.52|14.0|536.4|458.5|144.03
32|LICEO AGRICOLA JOSE ABELARDO NUNEZ M.|REGION DE ARICA Y PARINACOTA|ARICA|710|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL AGRICOLA|13.0|424.2|423.0|140.9|13.0|491.7|523.0|112.26|6.0|371.2|373.0|84.04|8.0|453.8|470.0|115.24|15.0|667.5|666.0|97.25|15.0|692.9|697.0|114.2
15|LICEO BICENTENARIO ARTISTICO DR. JUAN NOE CREVANI|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|18.0|441.8|430.5|102.98|18.0|451.1|470.5|93.02|11.0|484.5|465.0|87.24|11.0|426.9|434.0|67.83|19.0|597.8|593.0|85.9|19.0|635.7|618.0|118.32
12713|LICEO BICENTENARIO COLEGIO CARDENAL RAUL SILVA HENRIQUEZ|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|39.0|450.5|443.0|98.02|39.0|481.8|476.0|93.08|24.0|467.6|445.0|93.13|21.0|461.9|458.0|116.99|41.0|636.2|643.0|123.69|41.0|645.6|647.0|133.44
52|LICEO BICENTENARIO DOMINGO SANTA MARIA|REGION DE ARICA Y PARINACOTA|ARICA|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|15.0|435.1|463.0|82.6|15.0|430.1|445.0|67.08|12.0|454.3|471.0|73.61|7.0|428.6|419.0|40.07|17.0|526.8|515.0|74.87|17.0|537.8|515.0|92.4
52|LICEO BICENTENARIO DOMINGO SANTA MARIA|REGION DE ARICA Y PARINACOTA|ARICA|810|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL MARITIMA|22.0|424.0|420.0|79.6|22.0|431.2|439.5|78.13|19.0|455.0|472.0|57.82|11.0|389.9|406.0|98.51|28.0|556.4|559.0|74.0|28.0|572.3|569.0|92.94
52|LICEO BICENTENARIO DOMINGO SANTA MARIA|REGION DE ARICA Y PARINACOTA|ARICA|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|24.0|413.5|423.0|78.33|24.0|446.6|445.0|77.9|17.0|397.6|405.0|61.81|7.0|458.6|423.0|58.31|27.0|560.0|579.0|94.77|27.0|580.4|597.0|115.04
52|LICEO BICENTENARIO DOMINGO SANTA MARIA|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|254.0|465.2|473.0|87.11|249.0|485.0|485.0|97.21|164.0|460.4|465.0|88.07|160.0|454.2|452.5|95.56|278.0|620.6|621.0|113.4|278.0|630.3|628.0|122.26
10911|LICEO BICENTENARIO PABLO NERUDA|REGION DE ARICA Y PARINACOTA|ARICA|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|44.0|397.2|387.0|79.11|45.0|422.5|422.0|77.64|16.0|389.6|400.0|75.56|38.0|419.9|431.5|76.31|54.0|625.3|630.0|97.02|54.0|641.9|644.0|109.59
10911|LICEO BICENTENARIO PABLO NERUDA|REGION DE ARICA Y PARINACOTA|ARICA|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|22.0|404.6|409.5|95.11|22.0|437.1|422.0|91.12|12.0|421.2|457.5|77.13|12.0|434.1|431.0|97.02|27.0|629.1|633.0|97.58|27.0|646.9|648.0|110.56
12750|LICEO DE ADULTOS JUNIOR COLLEGE|REGION DE ARICA Y PARINACOTA|ARICA|363|CIENTÍFICO-HUMANISTA NOCTURNO|10.0|460.8|470.5|79.6|11.0|445.0|434.0|73.65|9.0|477.6|491.0|68.87|7.0|427.4|384.0|83.8|18.0|541.9|546.5|118.09|18.0|549.4|547.0|127.93
12610|LICEO INSTITUTO COMERCIAL DE ARICA|REGION DE ARICA Y PARINACOTA|ARICA|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|23.0|427.3|433.0|69.13|23.0|437.9|434.0|91.23|17.0|447.9|479.0|88.24|9.0|397.0|426.0|73.76|25.0|632.7|633.0|103.95|25.0|654.2|647.0|122.87
12610|LICEO INSTITUTO COMERCIAL DE ARICA|REGION DE ARICA Y PARINACOTA|ARICA|463|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|3.0||||3.0||||3.0||||0.0||||15.0||||15.0|||
12610|LICEO INSTITUTO COMERCIAL DE ARICA|REGION DE ARICA Y PARINACOTA|ARICA|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|14.0|371.3|362.5|78.66|14.0|424.1|422.0|81.04|13.0|396.5|405.0|72.74|7.0|376.6|406.0|89.21|21.0|566.5|572.0|122.26|21.0|577.5|572.0|136.66
12610|LICEO INSTITUTO COMERCIAL DE ARICA|REGION DE ARICA Y PARINACOTA|ARICA|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|10.0|440.2|445.5|141.9|10.0|405.4|381.0|113.0|9.0|467.4|479.0|92.47|4.0|451.8|472.0|182.08|16.0|575.8|589.5|123.54|16.0|588.8|592.5|139.03
4|LICEO OCTAVIO PALMA PEREZ|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|218.0|477.9|478.0|95.88|216.0|508.5|512.5|89.8|97.0|485.7|497.0|95.91|160.0|489.1|486.0|96.47|230.0|672.6|691.0|99.75|230.0|676.3|693.0|102.74
1|LICEO POLITECNICO ARICA|REGION DE ARICA Y PARINACOTA|ARICA|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|21.0|418.0|401.0|90.02|21.0|473.9|485.0|65.13|17.0|419.1|405.0|86.1|8.0|411.9|413.5|77.1|30.0|540.1|539.5|81.63|30.0|553.3|543.0|97.42
1|LICEO POLITECNICO ARICA|REGION DE ARICA Y PARINACOTA|ARICA|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|17.0|375.5|366.0|89.66|11.0|434.4|456.0|106.63|10.0|407.2|399.5|77.37|6.0|420.8|407.5|55.13|25.0|518.2|484.0|89.45|25.0|525.4|484.0|100.53
20464|LICEO PRESIDENTE CARLOS IBÁÑEZ DEL CAMPO|REGION DE ARICA Y PARINACOTA|ARICA|363|CIENTÍFICO-HUMANISTA NOCTURNO|2.0|313.5|313.5|123.74|2.0|306.0|306.0|181.02|1.0|312.0|312.0|0.0|1.0|474.0|474.0|0.0|3.0|473.0|458.0|32.23|3.0|518.3|462.0|107.24
12696|LICEO TECNICO PROF. DE ADULTOS PUKARA|REGION DE ARICA Y PARINACOTA|ARICA|763|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL AGRICOLA|8.0||||11.0||||7.0||||0.0||||15.0||||15.0|||
12696|LICEO TECNICO PROF. DE ADULTOS PUKARA|REGION DE ARICA Y PARINACOTA|ARICA|563|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|20.0||||19.0||||16.0||||0.0||||24.0||||24.0|||
12696|LICEO TECNICO PROF. DE ADULTOS PUKARA|REGION DE ARICA Y PARINACOTA|ARICA|663|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|4.0||||4.0||||4.0||||0.0||||4.0||||4.0|||
10892|NORTH AMERICAN COLLEGE|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|204.0|490.9|497.0|94.27|204.0|493.6|501.0|95.82|104.0|493.5|497.0|107.79|148.0|484.8|489.5|95.51|208.0|681.5|691.0|87.28|208.0|690.4|700.0|92.94
30013|THE AZAPA VALLEY SCHOOL|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|13.0|542.0|526.0|94.46|13.0|583.9|608.0|90.79|9.0|532.0|497.0|125.95|7.0|575.9|604.0|106.1|16.0|706.4|702.0|79.39|16.0|715.6|710.5|87.28
30001|THE INTERNATIONAL SCHOOL ARICA|REGION DE ARICA Y PARINACOTA|ARICA|310|CIENTÍFICO-HUMANISTA DIURNO|33.0|458.8|458.0|106.66|33.0|453.3|434.0|97.65|20.0|470.1|478.5|95.66|23.0|460.1|444.0|90.74|33.0|677.1|680.0|82.5|33.0|700.4|701.0|100.54
72|LICEO VALLE DE CODPA|REGION DE ARICA Y PARINACOTA|CAMARONES|710|TÉCNICO-PROFESIONAL AGRICOLA|1.0|458.0|458.0|0.0|1.0|369.0|369.0|0.0|1.0|559.0|559.0|0.0|1.0|389.0|389.0|0.0|1.0|627.0|627.0|0.0|1.0|850.0|850.0|0.0
78|LICEO GRANADEROS|REGION DE ARICA Y PARINACOTA|PUTRE|710|TÉCNICO-PROFESIONAL AGRICOLA|12.0|373.8|358.5|109.4|12.0|458.7|455.5|93.62|11.0|423.3|415.0|117.54|9.0|393.1|421.0|74.93|12.0|472.3|446.5|106.26|12.0|522.2|446.5|187.39
12605|ACADEMIA HOSPICIO|REGION DE TARAPACA|ALTO HOSPICIO|310|CIENTÍFICO-HUMANISTA DIURNO|68.0|481.7|483.0|78.28|68.0|479.1|485.0|83.02|39.0|493.4|491.0|74.54|40.0|447.0|450.0|95.6|77.0|610.5|621.0|112.1|77.0|620.6|621.0|122.47
12749|COLEGIO MARISTA HERMANO FERNANDO|REGION DE TARAPACA|ALTO HOSPICIO|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|2.0|313.5|313.5|123.74|2.0|306.0|306.0|181.02|1.0|312.0|312.0|0.0|1.0|474.0|474.0|0.0|3.0|473.0|458.0|32.23|3.0|518.3|462.0|107.24
12566|COLEGIO METODISTA WILLIAM TAYLOR|REGION DE TARAPACA|ALTO HOSPICIO|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|24.0|451.3|438.0|69.36|22.0|450.5|466.0|79.97|16.0|426.6|428.5|90.38|19.0|439.8|465.0|67.47|57.0|610.4|605.0|90.46|57.0|625.7|614.0|105.58
12566|COLEGIO METODISTA WILLIAM TAYLOR|REGION DE TARAPACA|ALTO HOSPICIO|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|22.0|362.7|356.0|92.3|22.0|417.5|409.0|84.33|20.0|391.6|394.5|63.25|19.0|352.8|340.0|66.07|33.0|617.0|590.0|94.45|33.0|633.0|593.0|112.68
12566|COLEGIO METODISTA WILLIAM TAYLOR|REGION DE TARAPACA|ALTO HOSPICIO|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|22.0|403.7|401.0|79.12|22.0|425.6|434.0|90.74|16.0|424.6|428.5|70.82|20.0|389.0|382.0|68.87|30.0|576.1|564.5|101.78|30.0|589.2|565.5|118.41
40399|COLEGIO NAZARET|REGION DE TARAPACA|ALTO HOSPICIO|310|CIENTÍFICO-HUMANISTA DIURNO|10.0|453.5|465.5|114.44|10.0|466.1|478.5|100.4|6.0|467.8|494.0|68.41|7.0|491.9|548.0|124.08|12.0|595.0|637.0|125.2|12.0|698.0|826.0|193.07
40422|COLEGIO NIRVANA|REGION DE TARAPACA|ALTO HOSPICIO|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|8.0|403.9|365.0|116.97|7.0|445.6|466.0|117.28|5.0|417.2|395.0|62.21|3.0|414.3|353.0|141.36|12.0|476.6|474.0|89.55|12.0|488.6|474.0|116.27
